dataset,ExptNo_norm,PM_noF1,Tsub,x,G_kg_m2s,scope,old86_member,yellow_candidate_handregion,high_PM_cluster,x_band4,G_band3,policy_class,PWR_G_upper_scope,deep_subcooled,PM_ge_2p2
current187_noF1,119.01,1.3863277403300396,130.49039377896224,-0.033,1301.9808,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,138.01,1.108769460004808,75.46157701295215,-0.033,2797.90249,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,11.01,1.3017638017483473,112.79283722267274,-0.033,3037.9552,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,442.01,1.3873729587911223,132.74047859555014,-0.032,1193.4824,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,133.01,1.1153276507740155,75.46157701295215,-0.032,2766.7092,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,131.01,1.1061261701919292,75.46157701295215,-0.031,2759.92805,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,2.01,1.2858764091406156,93.25734584317443,-0.03,2224.2172,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,16.01,1.1730140094852546,80.4334779483512,-0.027,3146.4536,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,200.01,1.090984830660081,79.31866378958193,-0.027,3390.575,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,17.01,1.1431267000030425,75.46157701295215,-0.026,3146.4536,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,20.01,1.1165611650523526,75.46157701295215,-0.026,3905.9424,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,463.01,1.1688805638214936,85.45707234861334,-0.022,1708.8498,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,19.01,1.0857586936402024,74.31081192490194,-0.018,3851.6932,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,1.01,1.210743321832274,87.71658286249408,-0.017,2197.0926,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,197.01,1.035657655963962,75.46157701295215,-0.014,3241.3897,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,21.01,1.09515482640457,81.01614510562172,-0.012,3919.5047,current∩old86,True,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,128.01,1.0869991005075297,75.46157701295215,-0.009,2156.4057,current_only,False,False,False,-0.10<x<=0,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,164.01,1.4179641588165113,160.48483099578448,-0.005,1063.28432,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,451.01,1.2116431431302304,103.88827213816978,-0.004,1383.3546,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,165.01,1.2599022384263956,103.58496549932198,-0.003,1078.20285,current_only,False,False,False,-0.10<x<=0,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,262.01,1.1830381473422555,94.40186587765923,0.001,1312.83064,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,18.01,0.9982901984304464,66.99992038726407,0.001,3634.6964,current∩old86,True,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,453.01,1.1779656161796004,103.28179546252004,0.009,1410.4792,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,196.01,0.8841447681755321,61.85955609096459,0.015,3037.9552,current∩old86,True,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,449.01,1.18830075807576,104.4446876334049,0.016,1350.80508,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,456.01,1.1126152919437835,89.93618676924655,0.018,1491.853,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,461.01,1.0568160065669558,82.67080560476268,0.021,1586.7891,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,462.01,1.0320352271377364,79.31866378958193,0.021,1641.0383,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,474.01,0.8776273132300272,59.731310664686816,0.021,2088.5942,current_only,False,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,483.01,0.7668600113107206,51.982230400728895,0.027,2305.591,current_only,False,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,469.01,0.939648075944587,68.13071600661715,0.029,1817.3482,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,450.01,1.1216980167672548,97.7484248428973,0.032,1356.23,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,498.01,0.4913008889472814,35.82580133498607,0.033,3051.5175,current∩old86,True,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,497.01,0.4856745056107639,35.27787208981738,0.034,3051.5175,current∩old86,True,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,496.01,0.4808078218353823,35.27787208981738,0.037,2997.2683,current∩old86,True,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,479.01,0.764008973539848,53.10991238658369,0.04,2142.8434,current_only,False,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,150.01,1.0807270085888994,68.13071600661715,0.041,520.79232,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,489.01,0.6440243300341385,44.21115401415841,0.041,2454.7763,current_only,False,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,452.01,0.996502906637817,78.20645849357618,0.042,1383.3546,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,146.01,0.1135786841963328,21.424642698647403,0.043,4163.626099999999,current_only,False,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,80.01,0.1173350424102666,21.424642698647403,0.048,4136.501499999999,current_only,False,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,152.01,1.058930953874542,70.35448789359657,0.049,644.20925,current_only,False,False,False,0<x<=0.05,G<1900,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
current187_noF1,493.01,0.435151931201948,33.60109799971622,0.049,2888.7699,current∩old86,True,False,False,0<x<=0.05,1900<=G<=4200,D_not_deep_Gle4200_main_candidate,G<=4200,False,False
